dt,rain15,rain60
4/8/2014 0:05,NA,0.04
4/8/2014 3:35,0.01,NA
4/8/2014 4:05,NA,0.01
4/14/2014 22:50,0.03,NA
4/14/2014 23:05,NA,0.03
4/15/2014 3:05,0.03,0.08
4/15/2014 3:20,0.04,NA
4/15/2014 3:35,0.02,NA
4/15/2014 3:50,0.26,NA
4/15/2014 4:05,0.13,0.49
4/15/2014 4:20,0.08,NA
4/15/2014 4:35,0.02,NA
4/15/2014 4:50,0.01,NA
4/15/2014 5:05,NA,0.03
4/15/2014 5:20,0.01,NA
4/15/2014 15:05,0.07,0.2
4/15/2014 15:20,0.13,NA
4/15/2014 15:35,0.01,NA
4/15/2014 15:50,0.03,NA
4/15/2014 16:05,0.02,0.08
4/15/2014 16:20,0.02,NA
4/15/2014 16:35,0.01,NA
4/15/2014 16:50,0.01,NA
4/15/2014 17:05,NA,0.02
4/18/2014 18:05,0.01,0.03
4/18/2014 18:20,0.01,NA
4/18/2014 18:35,0.02,NA
4/18/2014 18:50,0.02,NA
4/18/2014 19:05,0.02,0.09
4/18/2014 19:20,0.03,NA
4/18/2014 19:35,0.03,NA
4/18/2014 19:50,0.05,NA
4/18/2014 20:05,0.04,0.16
4/18/2014 20:20,0.04,NA
4/18/2014 20:35,0.04,NA
4/18/2014 20:50,0.04,NA
4/18/2014 21:05,0.03,0.15
4/18/2014 21:20,0.04,NA
4/18/2014 21:35,0.03,NA
4/18/2014 21:50,0.04,NA
4/18/2014 22:05,0.04,0.15
4/18/2014 22:20,0.04,NA
4/18/2014 22:35,0.03,NA
4/18/2014 22:50,0.01,NA
4/18/2014 23:05,0.01,0.05
4/18/2014 23:35,0.01,NA
4/18/2014 23:50,0.01,NA
4/19/2014 0:05,0.01,0.04
4/19/2014 0:20,0.01,NA
4/19/2014 0:35,0.02,NA
4/19/2014 0:50,0.01,NA
4/19/2014 1:05,0.02,0.07
4/19/2014 1:20,0.02,NA
4/19/2014 1:35,0.03,NA
4/19/2014 1:50,0.02,NA
4/19/2014 2:05,0.02,0.1
4/19/2014 2:20,0.04,NA
4/19/2014 2:35,0.02,NA
4/19/2014 2:50,0.04,NA
4/19/2014 3:05,0.03,0.14
4/19/2014 3:20,0.03,NA
4/19/2014 3:35,0.04,NA
4/19/2014 3:50,0.03,NA
4/19/2014 4:05,0.03,0.11
4/19/2014 4:20,0.02,NA
4/19/2014 4:35,0.04,NA
4/19/2014 4:50,0.05,NA
4/19/2014 5:05,0.03,0.16
4/19/2014 5:20,0.03,NA
4/19/2014 5:35,0.03,NA
4/19/2014 5:50,0.02,NA
4/19/2014 6:05,0.03,0.08
4/19/2014 6:20,0.01,NA
4/19/2014 6:35,0.03,NA
4/19/2014 6:50,0.02,NA
4/19/2014 7:05,0.02,0.08
4/19/2014 7:20,0.01,NA
4/19/2014 7:35,0.02,NA
4/19/2014 7:50,0.01,NA
4/19/2014 8:05,0.01,0.06
4/19/2014 8:20,0.02,NA
4/19/2014 8:35,0.02,NA
4/19/2014 8:50,0.01,NA
4/19/2014 9:05,0.01,0.04
4/19/2014 9:20,0.01,NA
4/19/2014 9:35,0.01,NA
4/19/2014 9:50,0.02,NA
4/19/2014 10:05,0.01,0.05
4/19/2014 10:20,0.01,NA
4/19/2014 10:35,0.01,NA
4/19/2014 10:50,0.01,NA
4/19/2014 11:05,0.01,0.05
4/19/2014 11:20,0.01,NA
4/19/2014 11:35,0.01,NA
4/19/2014 11:50,0.02,NA
4/19/2014 12:05,0.01,0.06
4/19/2014 12:20,0.02,NA
4/19/2014 12:35,0.02,NA
4/19/2014 12:50,0.01,NA
4/19/2014 13:05,0.03,0.06
4/19/2014 13:20,0.01,NA
4/19/2014 13:35,0.01,NA
4/19/2014 13:50,0.01,NA
4/19/2014 14:05,0.01,0.05
4/19/2014 14:20,0.02,NA
4/19/2014 14:50,0.02,NA
4/19/2014 15:05,0.01,0.06
4/19/2014 15:20,0.02,NA
4/19/2014 15:35,0.01,NA
4/19/2014 15:50,0.04,NA
4/19/2014 16:05,0.05,0.11
4/19/2014 16:20,0.02,NA
4/19/2014 16:50,0.04,NA
4/19/2014 17:05,0.07,0.16
4/19/2014 17:20,0.03,NA
4/19/2014 17:35,0.04,NA
4/19/2014 17:50,0.05,NA
4/19/2014 18:05,0.03,0.16
4/19/2014 18:20,0.05,NA
4/19/2014 18:35,0.06,NA
4/19/2014 18:50,0.03,NA
4/19/2014 19:05,0.03,0.14
4/19/2014 19:20,0.03,NA
4/19/2014 19:35,0.01,NA
4/19/2014 19:50,0.02,NA
4/19/2014 20:05,0.03,0.1
4/19/2014 20:20,0.03,NA
4/19/2014 20:35,0.05,NA
4/19/2014 20:50,0.03,NA
4/19/2014 21:05,0.03,0.12
4/19/2014 21:20,0.02,NA
4/19/2014 21:35,0.01,NA
4/19/2014 22:05,0.01,0.05
4/19/2014 22:20,0.03,NA
4/19/2014 22:35,0.02,NA
4/19/2014 22:50,0.02,NA
4/19/2014 23:05,0.03,0.1
4/19/2014 23:20,0.02,NA
4/19/2014 23:35,0.04,NA
4/19/2014 23:50,0.03,NA
4/20/2014 0:05,0.01,0.09
4/20/2014 0:20,0.01,NA
4/20/2014 0:35,0.01,NA
4/20/2014 0:50,0.02,NA
4/20/2014 1:05,0.01,0.03
4/20/2014 2:05,0.01,0.01
4/20/2014 2:35,0.01,NA
4/20/2014 3:05,NA,0.01
4/30/2014 3:05,0.05,0.13
4/30/2014 3:20,0.08,NA
4/30/2014 3:35,0.03,NA
4/30/2014 3:50,0.23,NA
4/30/2014 4:05,NA,0.26
4/30/2014 6:05,NA,0.01
4/30/2014 6:20,0.01,NA
5/9/2014 17:50,0.04,NA
5/9/2014 18:05,0.12,0.16
5/10/2014 14:05,NA,0.02
5/10/2014 14:35,0.24,NA
5/10/2014 15:05,0.01,0.24
5/10/2014 15:20,0.01,NA
5/10/2014 16:05,0.23,0.25
5/10/2014 16:20,0.02,NA
5/10/2014 16:35,0.03,NA
5/10/2014 16:50,0.06,NA
5/10/2014 17:05,0.02,0.14
5/10/2014 17:20,0.02,NA
5/10/2014 17:35,0.01,NA
5/10/2014 19:05,NA,0.01
5/10/2014 19:20,0.01,NA
5/10/2014 19:35,0.1,NA
5/10/2014 19:50,0.01,NA
5/10/2014 20:05,NA,0.11
5/11/2014 4:05,0.01,0.01
5/15/2014 6:50,0.01,NA
5/15/2014 7:05,0.27,0.38
5/15/2014 7:20,0.09,NA
5/15/2014 7:35,0.03,NA
5/15/2014 7:50,0.05,NA
5/15/2014 8:05,0.09,0.24
5/15/2014 8:20,0.06,NA
5/15/2014 8:35,0.06,NA
5/15/2014 8:50,0.08,NA
5/15/2014 9:05,0.07,0.24
5/15/2014 9:20,0.03,NA
5/15/2014 9:35,0.04,NA
5/15/2014 9:50,0.03,NA
5/15/2014 10:05,0.01,0.08
5/15/2014 10:20,0.01,NA
5/15/2014 10:35,0.03,NA
5/15/2014 10:50,0.02,NA
5/15/2014 11:05,0.02,0.07
5/15/2014 11:20,0.01,NA
5/15/2014 12:05,0.01,0.01
5/15/2014 15:05,NA,0.03
5/15/2014 15:20,0.03,NA
5/15/2014 15:50,0.08,NA
5/15/2014 16:05,0.04,0.18
5/15/2014 16:20,0.04,NA
5/15/2014 16:35,0.06,NA
5/15/2014 16:50,0.05,NA
5/15/2014 17:05,0.08,0.23
5/15/2014 17:20,0.05,NA
5/15/2014 17:35,0.02,NA
5/15/2014 17:50,0.01,NA
5/15/2014 18:05,0.02,0.06
5/15/2014 18:20,0.02,NA
5/15/2014 18:35,0.02,NA
5/15/2014 18:50,0.02,NA
5/15/2014 19:05,0.01,0.05
5/15/2014 20:05,0.02,0.02
5/15/2014 21:05,0.01,0.02
5/15/2014 21:20,0.01,NA
5/15/2014 21:35,0.01,NA
5/15/2014 22:05,NA,0.01
5/15/2014 22:35,0.01,NA
5/15/2014 23:05,NA,0.01
5/29/2014 17:50,0.06,NA
5/29/2014 18:05,NA,0.06
5/29/2014 19:35,0.01,NA
5/29/2014 19:50,0.01,NA
5/29/2014 20:05,0.03,0.06
5/29/2014 20:20,0.01,NA
5/29/2014 20:35,0.02,NA
5/29/2014 20:50,0.04,NA
5/29/2014 21:05,0.1,0.25
5/29/2014 21:20,0.07,NA
5/29/2014 21:35,0.09,NA
5/29/2014 21:50,0.08,NA
5/29/2014 22:05,0.05,0.25
5/29/2014 22:20,0.04,NA
5/29/2014 22:35,0.02,NA
5/29/2014 22:50,0.01,NA
5/29/2014 23:05,0.01,0.04
5/29/2014 23:20,0.01,NA
5/29/2014 23:35,0.01,NA
5/30/2014 0:05,NA,0.01
5/31/2014 4:05,NA,0.01
5/31/2014 4:20,0.01,NA
5/31/2014 6:05,0.03,0.1
5/31/2014 6:20,0.07,NA
6/8/2014 12:50,0.09,NA
6/8/2014 13:05,0.07,0.21
6/8/2014 13:20,0.04,NA
6/8/2014 13:35,0.04,NA
6/8/2014 13:50,0.18,NA
6/8/2014 14:05,0.11,0.32
6/9/2014 19:05,NA,0.18
6/9/2014 19:20,0.18,NA
6/11/2014 17:50,0.02,NA
6/11/2014 18:05,0.05,0.19
6/11/2014 18:20,0.11,NA
6/11/2014 18:35,0.01,NA
6/11/2014 18:50,0.03,NA
6/11/2014 19:05,0.03,0.09
6/11/2014 19:20,0.03,NA
6/11/2014 19:50,0.02,NA
6/11/2014 20:05,0.01,0.05
6/11/2014 20:20,0.02,NA
6/11/2014 20:35,0.02,NA
6/11/2014 20:50,0.01,NA
6/11/2014 21:05,NA,0.03
6/11/2014 22:50,0.01,NA
6/11/2014 23:05,NA,0.01
6/12/2014 16:50,0.11,NA
6/12/2014 17:05,0.2,0.4
6/12/2014 17:20,0.06,NA
6/12/2014 17:35,0.03,NA
6/12/2014 17:50,0.01,NA
6/12/2014 18:05,NA,0.01
6/13/2014 20:35,0.41,NA
6/13/2014 20:50,0.48,NA
6/13/2014 21:05,0.02,0.93
6/13/2014 21:20,0.01,NA
6/13/2014 21:35,0.03,NA
6/13/2014 21:50,0.01,NA
6/13/2014 22:05,NA,0.03
6/21/2014 15:05,NA,0.01
6/21/2014 15:20,0.01,NA
6/24/2014 13:50,0.01,NA
6/24/2014 14:05,NA,0.01
6/25/2014 16:05,NA,0.03
6/25/2014 16:20,0.02,NA
6/25/2014 16:35,0.01,NA
6/27/2014 18:35,0.6,NA
6/27/2014 18:50,0.51,NA
6/27/2014 19:05,0.07,1.32
6/27/2014 19:20,0.12,NA
6/27/2014 19:35,0.04,NA
6/27/2014 19:50,0.03,NA
6/27/2014 20:05,0.01,0.1
6/27/2014 20:20,0.03,NA
6/27/2014 20:35,0.02,NA
6/27/2014 20:50,0.03,NA
6/27/2014 21:05,0.04,0.41
6/27/2014 21:20,0.1,NA
6/27/2014 21:35,0.36,NA
6/27/2014 21:50,0.06,NA
6/27/2014 22:05,0.02,0.22
6/27/2014 22:20,0.01,NA
6/28/2014 10:05,NA,0.01
6/28/2014 10:20,0.01,NA
6/28/2014 18:05,NA,0.01
6/28/2014 18:35,0.03,NA
6/28/2014 19:05,0.01,0.04
6/28/2014 19:20,0.01,NA
6/30/2014 11:35,0.02,NA
6/30/2014 12:05,NA,0.02
7/3/2014 19:05,0.01,0.07
7/3/2014 19:20,0.03,NA
7/3/2014 19:35,0.18,NA
7/3/2014 19:50,0.17,NA
7/3/2014 20:05,0.06,0.4
7/3/2014 20:20,0.02,NA
7/3/2014 20:50,0.01,NA
7/3/2014 21:05,0.01,0.04
7/3/2014 21:20,0.02,NA
7/3/2014 21:35,0.01,NA
7/3/2014 21:50,0.01,NA
7/3/2014 22:05,NA,0.02
7/9/2014 16:05,0.04,0.09
7/9/2014 16:20,0.05,NA
7/9/2014 16:35,0.02,NA
7/9/2014 17:05,NA,0.02
7/9/2014 17:50,0.01,NA
7/9/2014 18:05,0.01,0.03
7/9/2014 18:20,0.01,NA
7/15/2014 16:05,NA,0.06
7/15/2014 16:35,0.18,NA
7/15/2014 17:05,NA,0.12
7/15/2014 18:05,NA,0.02
7/15/2014 18:20,0.02,NA
7/15/2014 18:35,0.01,NA
7/15/2014 19:05,NA,0.01
7/15/2014 20:05,0.01,0.02
7/15/2014 20:20,0.01,NA
7/15/2014 20:50,0.01,NA
7/15/2014 21:05,NA,0.01
7/15/2014 21:35,0.01,NA
7/15/2014 21:50,0.03,NA
7/15/2014 22:05,0.01,0.08
7/15/2014 22:20,0.02,NA
7/15/2014 22:35,0.04,NA
7/15/2014 22:50,0.06,NA
7/15/2014 23:05,0.05,0.24
7/15/2014 23:20,0.08,NA
7/15/2014 23:35,0.05,NA
7/15/2014 23:50,0.05,NA
7/16/2014 0:05,0.03,0.12
7/16/2014 0:20,0.01,NA
7/19/2014 4:35,0.01,NA
7/19/2014 5:05,NA,0.02
7/19/2014 5:20,0.01,NA
7/19/2014 5:35,0.01,NA
7/19/2014 6:05,0.01,0.02
7/19/2014 6:50,0.01,NA
7/19/2014 7:05,NA,0.02
7/19/2014 7:35,0.01,NA
7/19/2014 9:50,0.01,NA
7/19/2014 10:05,NA,0.01
7/19/2014 12:35,0.01,NA
7/19/2014 12:50,0.01,NA
7/19/2014 13:05,NA,0.02
7/19/2014 16:05,NA,0.01
7/19/2014 16:20,0.01,NA
7/19/2014 16:50,0.02,NA
7/19/2014 17:05,0.03,0.06
7/19/2014 17:20,0.01,NA
7/21/2014 1:05,NA,0.01
7/21/2014 1:20,0.01,NA
7/21/2014 9:05,NA,0.01
7/21/2014 9:20,0.01,NA
7/21/2014 10:05,NA,0.3
7/21/2014 10:20,0.27,NA
7/21/2014 10:35,0.05,NA
7/21/2014 10:50,0.02,NA
7/21/2014 11:05,0.05,0.11
7/21/2014 11:20,0.02,NA
7/21/2014 11:50,0.34,NA
7/21/2014 12:05,0.1,0.5
7/21/2014 12:20,0.05,NA
7/21/2014 12:35,0.03,NA
7/21/2014 13:05,0.01,0.09
7/21/2014 13:20,0.04,NA
7/21/2014 13:35,0.05,NA
7/21/2014 13:50,0.04,NA
7/21/2014 14:05,0.01,0.08
7/22/2014 17:50,0.03,NA
7/22/2014 18:05,NA,0.03
7/22/2014 18:35,0.04,NA
7/22/2014 18:50,0.24,NA
7/22/2014 19:05,NA,0.28
7/23/2014 3:50,0.01,NA
7/23/2014 4:05,NA,0.01
7/24/2014 18:05,0.01,0.01
7/27/2014 8:05,NA,0.12
7/27/2014 8:20,0.07,NA
7/27/2014 8:35,0.06,NA
7/27/2014 9:05,NA,0.01
7/27/2014 23:05,NA,0.01
7/27/2014 23:20,0.01,NA
7/28/2014 3:50,0.01,NA
7/28/2014 4:05,NA,0.01
7/31/2014 20:05,0.01,0.07
7/31/2014 20:20,0.05,NA
7/31/2014 20:35,0.03,NA
7/31/2014 20:50,0.03,NA
7/31/2014 21:05,0.03,0.1
7/31/2014 21:20,0.01,NA
7/31/2014 21:35,0.02,NA
7/31/2014 22:05,NA,0.01
7/31/2014 22:35,0.01,NA
7/31/2014 22:50,0.01,NA
7/31/2014 23:05,NA,0.02
8/1/2014 1:05,NA,0.01
8/1/2014 1:20,0.01,NA
8/1/2014 1:35,0.01,NA
8/1/2014 1:50,0.09,NA
8/1/2014 2:05,0.14,0.33
8/1/2014 2:20,0.09,NA
8/1/2014 4:05,NA,0.12
8/1/2014 4:20,0.03,NA
8/1/2014 4:35,0.1,NA
8/1/2014 5:05,NA,0.02
8/1/2014 5:35,0.01,NA
8/1/2014 7:05,NA,0.01
8/1/2014 7:35,0.01,NA
8/1/2014 8:05,NA,0.24
8/1/2014 8:20,0.11,NA
8/1/2014 8:35,0.3,NA
8/1/2014 8:50,0.1,NA
8/1/2014 9:05,0.07,0.47
8/1/2014 9:20,0.08,NA
8/1/2014 9:35,0.1,NA
8/1/2014 9:50,0.13,NA
8/1/2014 10:05,0.03,0.23
8/1/2014 10:20,0.02,NA
8/1/2014 18:05,NA,0.01
8/1/2014 18:20,0.01,NA
8/6/2014 3:05,0.14,0.35
8/6/2014 3:20,0.21,NA
8/6/2014 3:35,0.01,NA
8/6/2014 4:05,NA,0.01
8/11/2014 7:05,0.02,0.03
8/11/2014 7:20,0.01,NA
8/11/2014 7:35,0.01,NA
8/11/2014 7:50,0.01,NA
8/11/2014 8:05,0.01,0.03
8/11/2014 8:50,0.01,NA
8/11/2014 9:05,NA,0.01
8/11/2014 10:50,0.01,NA
8/11/2014 11:05,NA,0.02
8/11/2014 11:20,0.01,NA
8/11/2014 11:35,0.01,NA
8/11/2014 12:05,NA,0.01
8/12/2014 17:05,0.09,0.09
8/12/2014 19:50,0.01,NA
8/12/2014 20:05,NA,0.01
8/19/2014 15:50,0.16,NA
8/19/2014 16:05,0.09,0.25
8/19/2014 16:35,0.01,NA
8/19/2014 17:05,NA,0.01
8/22/2014 16:50,0.03,NA
8/22/2014 17:05,NA,0.03
8/22/2014 23:50,0.01,NA
8/23/2014 0:05,0.01,0.02
8/24/2014 0:50,0.01,NA
8/24/2014 1:05,0.02,0.04
8/24/2014 1:20,0.01,NA
9/3/2014 18:05,NA,0.01
9/3/2014 18:35,0.02,NA
9/3/2014 18:50,0.51,NA
9/3/2014 19:05,0.43,1.05
9/3/2014 19:20,0.1,NA
9/3/2014 19:35,0.01,NA
9/3/2014 19:50,0.03,NA
9/3/2014 20:05,0.01,0.06
9/3/2014 20:35,0.01,NA
9/3/2014 20:50,0.02,NA
9/3/2014 21:05,0.02,0.09
9/3/2014 21:20,0.04,NA
9/3/2014 21:35,0.02,NA
9/3/2014 22:05,NA,0.01
9/3/2014 23:05,0.01,0.01
9/4/2014 0:35,0.01,NA
9/4/2014 0:50,0.01,NA
9/4/2014 1:05,0.02,0.07
9/4/2014 1:20,0.03,NA
9/4/2014 1:50,0.01,NA
9/4/2014 2:05,0.01,0.03
9/4/2014 2:20,0.01,NA
9/4/2014 3:05,NA,0.01
9/4/2014 3:35,0.01,NA
9/4/2014 13:05,0.03,0.04
9/4/2014 13:20,0.01,NA
9/4/2014 14:05,NA,0.09
9/4/2014 14:20,0.07,NA
9/4/2014 14:35,0.16,NA
9/4/2014 14:50,0.42,NA
9/4/2014 15:05,0.6,1.23
9/4/2014 15:20,0.06,NA
9/4/2014 15:35,0.02,NA
9/4/2014 16:05,NA,0.01
9/7/2014 18:35,0.01,NA
9/7/2014 18:50,0.01,NA
9/7/2014 19:05,NA,0.02
9/7/2014 23:05,0.01,0.01
9/11/2014 18:50,0.02,NA
9/11/2014 19:05,0.02,0.05
9/11/2014 19:20,0.01,NA
9/11/2014 19:35,0.01,NA
9/11/2014 20:05,0.01,0.02
9/12/2014 21:35,0.01,NA
9/12/2014 22:05,NA,0.01
9/13/2014 2:05,NA,0.03
9/13/2014 2:20,0.03,NA
9/13/2014 2:50,0.07,NA
9/13/2014 3:05,0.03,0.1
9/13/2014 5:05,0.02,0.11
9/13/2014 5:20,0.08,NA
9/13/2014 5:35,0.02,NA
9/13/2014 6:05,0.03,0.04
9/13/2014 6:50,0.01,NA
9/13/2014 7:05,NA,0.01
9/14/2014 23:05,NA,0.01
9/14/2014 23:20,0.01,NA
9/15/2014 22:05,NA,0.01
9/15/2014 22:35,0.02,NA
9/15/2014 22:50,0.01,NA
9/15/2014 23:05,NA,0.02
9/16/2014 10:35,0.01,NA
9/16/2014 11:05,NA,0.01
9/16/2014 21:05,0.09,0.66
9/16/2014 21:20,0.55,NA
9/16/2014 21:35,0.03,NA
9/16/2014 21:50,0.11,NA
9/16/2014 22:05,0.03,0.17
9/16/2014 22:20,0.02,NA
9/17/2014 2:50,0.01,NA
9/17/2014 3:05,NA,0.01
9/19/2014 0:05,NA,0.01
9/19/2014 0:35,0.03,NA
9/19/2014 0:50,0.09,NA
9/19/2014 1:05,0.56,1.09
9/19/2014 1:20,0.38,NA
9/19/2014 1:35,0.05,NA
9/19/2014 1:50,0.01,NA
9/19/2014 2:05,NA,0.02
9/19/2014 3:05,0.05,0.14
9/19/2014 3:20,0.08,NA
9/19/2014 3:35,0.08,NA
9/19/2014 3:50,0.03,NA
9/19/2014 4:05,0.01,0.13
9/19/2014 4:20,0.01,NA
9/19/2014 4:35,0.02,NA
9/19/2014 4:50,0.01,NA
9/19/2014 5:05,NA,0.02
9/23/2014 12:05,0.01,0.02
9/23/2014 12:20,0.01,NA
9/23/2014 16:05,NA,0.01
9/23/2014 16:20,0.01,NA
9/23/2014 18:50,0.01,NA
9/23/2014 19:05,NA,0.01
9/24/2014 6:05,NA,0.02
9/24/2014 6:20,0.02,NA
9/24/2014 6:35,0.03,NA
9/24/2014 6:50,0.05,NA
9/24/2014 7:05,0.02,0.1
9/24/2014 8:05,0.01,0.01
9/24/2014 8:35,0.02,NA
9/24/2014 8:50,0.02,NA
9/24/2014 9:05,0.01,0.07
9/24/2014 9:20,0.02,NA
9/24/2014 9:50,0.02,NA
9/24/2014 10:05,0.01,0.03
9/24/2014 10:35,0.01,NA
9/24/2014 11:05,0.01,0.03
9/24/2014 11:20,0.01,NA
9/24/2014 11:35,0.03,NA
9/24/2014 11:50,0.01,NA
9/24/2014 12:05,NA,0.04
9/24/2014 13:05,NA,0.01
9/24/2014 13:20,0.01,NA
9/24/2014 20:50,0.01,NA
9/24/2014 21:05,NA,0.01
9/25/2014 2:05,NA,0.01
9/25/2014 2:35,0.01,NA
9/29/2014 10:05,0.02,0.03
9/29/2014 10:20,0.01,NA
9/29/2014 11:05,0.01,0.02
9/29/2014 11:20,0.01,NA
9/29/2014 11:50,0.02,NA
9/29/2014 12:05,0.01,0.05
9/29/2014 12:20,0.02,NA
9/29/2014 13:05,0.01,0.01
9/29/2014 13:35,0.01,NA
9/29/2014 13:50,0.01,NA
9/29/2014 14:05,NA,0.02
9/30/2014 7:35,0.01,NA
9/30/2014 8:05,NA,0.01
10/3/2014 14:05,NA,0.05
10/3/2014 14:20,0.03,NA
10/3/2014 14:35,0.02,NA
10/11/2014 16:05,NA,0.03
10/11/2014 16:20,0.03,NA
10/11/2014 17:05,0.02,0.07
10/11/2014 17:20,0.05,NA
10/12/2014 10:05,0.01,0.04
10/12/2014 10:20,0.02,NA
10/12/2014 10:35,0.05,NA
10/12/2014 10:50,0.02,NA
10/12/2014 11:05,NA,0.06
10/12/2014 22:05,0.01,0.01
10/13/2014 2:50,0.01,NA
10/13/2014 3:05,NA,0.01
10/14/2014 4:35,0.01,NA
10/14/2014 4:50,0.05,NA
10/14/2014 5:05,0.04,0.1
10/14/2014 16:50,0.02,NA
10/14/2014 17:05,0.03,0.08
10/14/2014 17:20,0.01,NA
10/14/2014 17:35,0.02,NA
10/14/2014 19:50,0.01,NA
10/14/2014 20:05,NA,0.01
10/14/2014 23:35,0.02,NA
10/14/2014 23:50,0.08,NA
10/15/2014 0:05,0.02,0.15
10/15/2014 0:20,0.03,NA
10/15/2014 2:05,0.01,0.06
10/15/2014 2:20,0.04,NA
10/15/2014 2:35,0.02,NA
10/15/2014 2:50,0.03,NA
10/15/2014 3:05,0.04,0.11
10/15/2014 3:20,0.02,NA
10/15/2014 3:35,0.03,NA
10/15/2014 3:50,0.01,NA
10/15/2014 4:05,0.01,0.06
10/15/2014 4:20,0.01,NA
10/15/2014 4:35,0.01,NA
10/15/2014 4:50,0.02,NA
10/15/2014 5:05,NA,0.04
10/15/2014 5:20,0.02,NA
10/15/2014 5:35,0.01,NA
10/15/2014 5:50,0.02,NA
10/15/2014 6:05,0.01,0.04
10/31/2014 20:35,0.01,NA
10/31/2014 20:50,0.19,NA
10/31/2014 21:05,0.05,0.33
10/31/2014 21:20,0.07,NA
10/31/2014 21:35,0.02,NA
10/31/2014 21:50,0.02,NA
10/31/2014 22:05,0.04,0.07
11/1/2014 1:05,0.01,0.02
11/1/2014 1:20,0.01,NA
11/1/2014 1:35,0.01,NA
11/1/2014 2:05,NA,0.02
11/1/2014 2:20,0.01,NA
11/1/2014 6:05,NA,0.01
11/1/2014 6:20,0.01,NA
11/1/2014 6:50,0.01,NA
11/1/2014 7:05,NA,0.05
11/1/2014 7:20,0.03,NA
11/1/2014 7:35,0.03,NA
11/1/2014 7:50,0.01,NA
11/1/2014 8:05,0.02,0.07
11/1/2014 8:20,0.02,NA
11/1/2014 8:35,0.02,NA
11/1/2014 8:50,0.01,NA
11/1/2014 9:05,0.01,0.07
11/1/2014 9:20,0.02,NA
11/1/2014 9:35,0.03,NA
11/1/2014 9:50,0.01,NA
11/1/2014 10:05,0.02,0.06
11/1/2014 10:20,0.01,NA
11/1/2014 10:35,0.01,NA
11/1/2014 10:50,0.01,NA
